person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist,gpa9,gpa10
10503,4,4,4,1,1,4,4,4,NA,4,1,4,NA,4,NA,4,3.25,3.4
10504,1,4,4,1,NA,4,1,1,1,1,4,4,NA,NA,NA,4,2.2857142857142856,2.8
10505,1,4,4,4,4,2,1,NA,4,NA,4,4,4,NA,4,NA,2.857142857142857,4
10506,NA,1,NA,NA,0,4,NA,4,4,1,NA,1,4,4,1,4,2.25,2.7142857142857144
10508,1,1,1,4,1,1,4,1,4,1,4,4,NA,4,1,1,1.75,2.7142857142857144
10509,1,NA,NA,4,NA,1,1,NA,4,NA,0,1,4,1,4,1,1.75,2.142857142857143
10512,NA,NA,1,0,4,1,4,NA,4,4,4,1,NA,1,4,4,2,3.142857142857143
10520,4,1,4,NA,4,0,2,0,NA,4,0,4,4,NA,0,1,2.142857142857143,2.1666666666666665
10521,1,1,1,1,4,4,4,0,4,1,NA,4,4,1,4,NA,2,3
10523,4,1,0,4,1,4,4,1,4,1,1,4,4,4,4,1,2.375,2.875
10525,4,NA,NA,4,4,4,NA,4,4,1,4,1,4,4,4,4,4,3.25
10526,0,NA,NA,4,1,4,NA,4,4,1,NA,4,4,4,1,1,2.6,2.7142857142857144
10527,4,4,1,1,1,1,4,4,4,4,1,1,NA,1,4,1,2.5,2.2857142857142856
10530,1,0,4,1,4,NA,4,1,0,4,1,NA,NA,NA,NA,4,2.142857142857143,2.25
10531,1,0,NA,4,0,1,4,2,1,4,4,4,1,1,1,1,1.7142857142857142,2.125
10532,1,4,1,1,4,4,1,4,4,4,4,0,NA,4,NA,NA,2.5,3.2
10533,NA,1,1,1,4,1,NA,NA,NA,4,NA,4,2,4,NA,4,1.6,3.6
10537,4,NA,NA,2,4,1,4,1,1,1,NA,4,4,1,0,NA,2.6666666666666665,1.8333333333333333
10539,4,4,1,1,1,4,0,1,4,0,1,1,1,1,4,1,2,1.625
10540,4,1,4,0,4,4,1,1,1,1,1,4,4,4,4,4,2.375,2.875
10542,NA,4,1,4,4,NA,4,1,4,4,4,4,4,4,4,4,3,4
10545,NA,1,4,2,4,4,4,2,4,NA,4,4,NA,4,0,NA,3,3.2
10546,4,0,1,4,4,4,4,NA,4,4,1,NA,4,0,1,NA,3,2.3333333333333335
10547,0,4,4,4,0,4,NA,1,0,0,NA,1,4,4,4,4,2.4285714285714284,2.4285714285714284
10549,1,1,1,4,0,NA,1,4,0,1,4,4,4,4,4,4,1.7142857142857142,3.125
10552,4,1,1,4,4,4,1,4,4,1,4,4,4,4,1,NA,2.875,3.142857142857143
10553,4,4,1,4,0,4,4,NA,NA,4,4,0,4,4,4,1,3,3
10555,4,4,1,4,4,NA,4,0,1,4,4,1,4,4,1,NA,3,2.7142857142857144
10556,4,4,1,1,4,1,4,4,4,NA,2,NA,1,1,4,1,2.875,2.1666666666666665
10560,4,NA,NA,4,1,4,1,4,4,NA,4,1,1,4,4,4,3,3.142857142857143
10567,NA,NA,1,2,4,0,4,NA,NA,4,4,4,4,4,4,4,2.2,4
10568,NA,4,1,4,0,4,NA,NA,4,NA,4,4,NA,4,1,NA,2.6,3.4
10570,2,4,NA,NA,4,NA,NA,1,1,1,4,NA,4,1,0,1,2.75,1.7142857142857142
10572,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,3.25
10574,1,0,1,4,4,NA,4,2,1,1,1,NA,NA,NA,4,4,2.2857142857142856,2.2
10575,4,4,4,1,NA,NA,1,NA,4,1,4,4,NA,NA,4,0,2.8,2.8333333333333335
10577,4,1,NA,4,1,1,4,4,4,4,NA,4,1,4,NA,4,2.7142857142857144,3.5
10579,4,4,1,2,4,4,1,1,1,4,4,4,4,1,4,4,2.625,3.25
10581,NA,1,1,1,0,4,1,4,4,4,4,NA,4,1,4,NA,1.7142857142857142,3.5
10584,4,NA,NA,1,4,NA,4,2,1,4,NA,NA,4,4,4,NA,3,3.4
10586,4,4,4,4,4,1,1,NA,1,2,4,4,NA,NA,1,4,3.142857142857143,2.6666666666666665
10588,1,4,4,1,4,1,4,NA,NA,1,4,1,1,4,NA,4,2.7142857142857144,2.5
10591,NA,NA,4,4,4,1,1,4,NA,NA,4,NA,4,NA,4,1,3,3.25
10592,4,NA,0,4,4,4,1,4,1,1,NA,4,4,NA,1,0,3,1.8333333333333333
10595,4,4,NA,1,NA,2,1,4,4,0,0,0,4,1,4,4,2.6666666666666665,2.125
10596,0,4,2,0,1,1,1,4,NA,4,4,0,4,NA,1,4,1.625,2.8333333333333335
10597,4,4,4,1,4,4,4,1,4,0,4,4,4,4,4,4,3.25,3.5
10598,4,1,0,4,4,2,NA,0,NA,NA,1,NA,1,4,4,4,2.142857142857143,2.8
10601,4,4,4,4,1,4,1,1,NA,1,0,0,NA,1,0,0,2.875,0.3333333333333333
10602,1,4,1,4,4,NA,4,NA,4,0,4,0,0,NA,NA,4,3,2
10603,4,NA,1,0,NA,4,1,1,0,2,4,NA,1,4,4,4,1.8333333333333333,2.7142857142857144
10605,1,4,4,4,NA,4,4,4,NA,4,4,NA,4,4,1,4,3.5714285714285716,3.5
10607,4,4,4,4,NA,4,0,4,4,4,1,4,4,4,0,1,3.4285714285714284,2.75
10610,4,NA,0,4,4,1,1,1,NA,4,1,2,4,4,1,4,2.142857142857143,2.857142857142857
10611,1,1,NA,NA,NA,4,1,1,1,1,2,4,1,4,1,1,1.6,1.875
10612,NA,4,4,4,NA,4,2,4,4,1,4,4,4,NA,2,1,3.6666666666666665,2.857142857142857
10613,1,4,1,NA,4,1,1,4,NA,4,4,0,1,4,4,4,2.2857142857142856,3
10615,4,0,NA,4,4,4,4,1,4,1,1,NA,NA,4,1,4,3,2.5
10617,NA,4,4,4,1,NA,4,1,1,NA,4,NA,4,1,1,NA,3,2.2
10618,1,1,4,4,NA,4,4,4,4,1,NA,4,4,NA,4,4,3.142857142857143,3.5
10619,4,0,0,4,4,2,NA,0,4,1,NA,4,NA,4,NA,4,2,3.4
10621,NA,4,1,4,4,1,4,4,4,1,4,4,4,0,NA,0,3.142857142857143,2.4285714285714284
10622,NA,1,4,4,4,4,4,4,NA,1,1,1,1,4,NA,4,3.5714285714285716,2
10623,4,NA,NA,4,4,0,4,4,4,NA,1,4,4,NA,4,NA,3.3333333333333335,3.4
10624,4,NA,4,NA,4,4,4,NA,0,4,1,NA,0,NA,0,4,4,1.5
10625,NA,4,4,1,4,0,0,4,NA,4,0,4,4,NA,0,0,2.4285714285714284,2
10626,0,4,0,0,4,1,4,1,NA,4,0,4,4,4,NA,4,1.75,3.3333333333333335
10629,1,NA,1,4,NA,4,4,4,4,4,4,4,1,NA,4,4,3,3.5714285714285716
10630,4,NA,NA,NA,0,4,NA,1,NA,4,1,0,4,1,4,1,2.25,2.142857142857143
10631,1,NA,1,0,4,NA,4,4,1,4,4,1,4,4,0,4,2.3333333333333335,2.75
10632,4,0,4,2,4,NA,4,4,4,4,1,4,0,4,1,1,3.142857142857143,2.375
10635,1,NA,4,4,4,0,4,4,4,4,0,1,4,NA,4,0,3,2.4285714285714284
10637,1,0,4,4,4,1,4,NA,4,4,4,4,4,4,NA,4,2.5714285714285716,4
10638,4,4,1,NA,NA,1,4,4,NA,4,1,NA,4,1,1,4,3,2.5
10640,1,1,4,NA,4,4,2,1,4,NA,NA,4,NA,1,4,4,2.4285714285714284,3.4
10641,1,1,4,1,NA,4,NA,4,4,1,4,NA,NA,0,1,1,2.5,1.8333333333333333
10643,NA,NA,NA,1,4,4,4,4,0,4,NA,4,0,1,1,1,3.4,1.5714285714285714
10644,NA,4,0,1,4,4,1,1,1,4,0,4,NA,4,NA,4,2.142857142857143,2.8333333333333335
10645,NA,NA,4,NA,1,NA,NA,4,1,4,1,4,4,1,1,1,3,2.125
10646,4,4,1,NA,4,4,1,4,NA,4,0,4,4,4,1,1,3.142857142857143,2.5714285714285716
10647,4,4,4,4,4,4,4,4,NA,4,4,1,NA,NA,4,NA,4,3.25
10648,4,0,4,0,1,1,4,NA,4,4,2,1,4,0,4,4,2,2.875
10653,4,4,1,4,NA,4,1,NA,4,4,4,4,4,4,1,4,3,3.625
10655,4,1,1,NA,4,0,NA,1,1,1,4,2,NA,1,4,4,1.8333333333333333,2.4285714285714284
10656,1,4,4,NA,4,1,4,4,NA,4,4,4,1,1,4,4,3.142857142857143,3.142857142857143
10657,1,NA,1,0,4,NA,1,1,NA,4,4,4,NA,4,NA,1,1.3333333333333333,3.4
10659,2,4,NA,4,4,NA,1,1,4,4,NA,4,1,1,4,4,2.6666666666666665,3.142857142857143
10660,1,1,NA,NA,4,NA,NA,4,1,1,NA,1,4,4,NA,0,2.5,1.8333333333333333
10661,4,NA,4,NA,4,4,NA,1,4,4,1,1,4,1,0,1,3.4,2
10662,NA,NA,NA,NA,1,4,NA,4,4,4,4,NA,4,4,4,4,3,4
10663,4,NA,1,1,1,4,NA,NA,4,0,4,4,4,4,4,1,2.2,3.125
10664,4,0,1,0,NA,1,4,1,4,1,NA,0,NA,4,1,4,1.5714285714285714,2.3333333333333335
10670,0,0,1,1,0,1,4,1,4,1,NA,4,1,4,4,0,1,2.5714285714285716
10673,4,1,4,NA,2,0,NA,4,0,1,0,4,4,1,4,1,2.5,1.875
10678,1,1,4,1,4,1,4,4,4,2,4,1,4,1,4,4,2.5,3
10682,4,1,4,4,1,4,1,NA,4,NA,NA,4,NA,4,4,4,2.7142857142857144,4
10686,1,NA,0,4,4,4,4,4,4,4,4,4,1,1,1,NA,3,2.7142857142857144
10688,NA,4,4,NA,4,4,4,1,0,4,1,4,1,0,NA,4,3.5,2
10689,4,4,NA,4,NA,4,1,1,4,4,NA,1,1,4,4,4,3,3.142857142857143
10690,4,4,NA,4,4,1,NA,1,1,4,1,4,0,NA,4,0,3,2
10691,NA,4,1,4,4,1,NA,4,4,4,4,4,4,1,4,4,3,3.625
10695,0,4,4,NA,1,1,4,4,4,4,4,4,NA,NA,1,0,2.5714285714285716,2.8333333333333335
10697,1,0,4,1,1,4,NA,4,4,NA,4,4,NA,1,4,4,2.142857142857143,3.5
10699,4,NA,4,4,0,4,4,NA,NA,NA,4,4,4,4,NA,4,3.3333333333333335,4
10700,1,1,4,4,1,1,4,4,4,4,4,NA,1,1,NA,4,2.5,3
10702,4,4,1,0,4,4,4,1,4,4,1,4,1,NA,1,4,2.75,2.7142857142857144
10705,NA,2,4,0,1,1,1,NA,NA,NA,NA,4,1,1,4,1,1.5,2.2
10706,NA,NA,4,NA,4,4,4,4,1,4,4,4,4,4,1,1,4,2.875
10707,1,1,NA,4,0,NA,NA,NA,2,NA,4,4,NA,1,1,4,1.5,2.6666666666666665
10710,1,4,2,1,4,1,4,1,1,4,1,4,0,NA,1,1,2.25,1.7142857142857142
10711,1,NA,NA,NA,1,1,4,4,4,NA,4,NA,NA,1,4,4,2.2,3.4
10712,NA,NA,1,1,4,1,1,4,1,NA,1,4,NA,NA,1,1,2,1.6
10713,4,NA,2,4,4,4,4,1,4,4,4,4,NA,NA,4,4,3.2857142857142856,4
10715,1,2,4,4,1,NA,NA,4,1,NA,NA,0,4,NA,1,4,2.6666666666666665,2
10716,1,4,4,1,NA,0,NA,4,NA,1,4,0,4,4,4,4,2.3333333333333335,3
10719,1,NA,4,1,NA,4,0,1,4,4,NA,NA,4,NA,1,1,1.8333333333333333,2.8
10720,1,1,4,NA,4,4,1,NA,NA,4,1,NA,4,1,4,0,2.5,2.3333333333333335
10721,4,1,4,NA,4,NA,4,NA,4,0,NA,0,0,NA,4,1,3.4,1.5
10722,4,4,1,1,4,4,4,4,1,0,4,1,4,4,1,0,3.25,1.875
10726,4,NA,4,NA,4,4,4,NA,NA,4,2,4,0,4,4,4,4,3.142857142857143
10727,4,4,4,1,NA,1,4,NA,4,0,4,4,4,4,4,4,3,3.5
10728,4,4,1,4,1,NA,4,1,4,4,NA,4,4,4,4,NA,2.7142857142857144,4
10729,4,0,4,4,4,0,1,NA,NA,NA,1,4,4,NA,4,4,2.4285714285714284,3.4
10732,4,4,4,0,1,2,4,0,1,NA,4,4,4,1,0,1,2.375,2.142857142857143
10735,NA,1,4,4,0,1,4,4,NA,NA,0,4,4,NA,NA,1,2.5714285714285716,2.25
10736,1,NA,4,4,0,4,4,1,NA,4,4,NA,4,4,1,4,2.5714285714285716,3.5
10737,4,1,1,1,4,0,NA,4,NA,NA,4,4,1,4,1,4,2.142857142857143,3
10739,2,4,4,4,1,4,NA,4,4,0,1,1,NA,4,NA,4,3.2857142857142856,2.3333333333333335
10740,4,4,4,2,NA,NA,NA,4,4,4,4,4,NA,4,NA,1,3.6,3.5
10742,4,4,4,1,1,4,4,1,1,4,0,4,1,4,4,4,2.875,2.75
10744,4,1,4,0,4,1,4,4,4,1,4,0,NA,4,4,1,2.75,2.5714285714285716
10745,4,NA,NA,0,4,4,4,1,4,4,0,4,1,1,4,0,2.8333333333333335,2.25
10747,1,2,4,NA,NA,4,4,NA,4,NA,NA,NA,NA,4,4,4,3,4
10748,4,1,NA,1,1,4,1,0,1,NA,4,0,4,1,4,NA,1.7142857142857142,2.3333333333333335
10755,2,NA,NA,4,1,4,4,4,NA,4,4,4,NA,4,4,1,3.1666666666666665,3.5
10759,NA,4,4,4,4,4,1,4,4,4,NA,4,NA,NA,1,0,3.5714285714285716,2.6
10760,4,0,1,4,NA,4,1,4,4,4,4,4,1,1,1,NA,2.5714285714285716,2.7142857142857144
10762,4,NA,NA,4,4,1,4,4,1,4,2,4,1,NA,4,4,3.5,2.857142857142857
10763,4,1,NA,1,4,4,4,NA,4,4,4,4,4,1,0,4,3,3.125
10765,4,4,4,0,4,1,1,1,NA,0,4,1,NA,4,NA,4,2.375,2.6
10766,1,NA,4,1,4,1,4,1,4,4,4,1,4,1,4,0,2.2857142857142856,2.75
10768,4,1,NA,NA,NA,1,NA,NA,4,1,4,4,4,4,NA,4,2,3.5714285714285716
10769,NA,1,NA,4,NA,4,4,4,1,4,0,NA,4,1,2,NA,3.4,2
10771,1,1,4,4,1,4,1,1,NA,2,NA,0,1,1,1,1,2.125,1
10772,1,4,NA,4,NA,4,4,NA,1,4,4,4,NA,4,NA,1,3.4,3
10775,1,0,NA,4,0,NA,4,4,NA,1,NA,1,4,NA,4,1,2.1666666666666665,2.2
10776,1,NA,4,4,4,1,1,4,4,1,4,4,NA,4,0,1,2.7142857142857144,2.5714285714285716
10778,1,4,4,NA,4,NA,1,4,4,NA,4,4,4,4,4,4,3,4
10779,NA,4,4,NA,NA,4,1,1,4,4,1,4,0,4,4,NA,2.8,3
10780,NA,4,0,4,NA,4,1,2,4,0,1,4,1,2,1,1,2.5,1.75
10781,4,4,0,4,1,NA,4,NA,NA,1,1,4,2,NA,NA,4,2.8333333333333335,2.4
10783,4,4,1,1,1,4,1,NA,NA,0,4,4,1,1,1,0,2.2857142857142856,1.5714285714285714
10784,0,4,NA,4,4,4,NA,1,1,4,0,4,1,1,4,1,2.8333333333333335,2
10786,NA,NA,1,4,1,4,1,1,4,NA,4,1,4,1,NA,0,2,2.3333333333333335
10790,NA,4,4,4,NA,4,4,4,NA,4,4,1,0,1,4,0,4,2
10791,0,1,1,1,4,4,4,NA,1,1,4,NA,4,1,4,4,2.142857142857143,2.7142857142857144
10792,1,NA,NA,4,4,1,0,0,1,1,4,4,0,NA,4,4,1.6666666666666667,2.5714285714285716
10793,1,4,4,NA,4,4,4,4,0,NA,NA,4,1,1,4,4,3.5714285714285716,2.3333333333333335
10795,4,4,4,NA,4,4,4,4,4,1,4,4,4,1,NA,1,4,2.7142857142857144
10797,4,NA,1,NA,0,NA,NA,4,4,4,4,0,4,0,1,4,2.25,2.625
10798,4,0,4,1,1,0,4,NA,NA,1,NA,0,NA,4,NA,1,2,1.5
10800,1,NA,1,4,4,4,1,2,1,4,1,1,NA,1,4,4,2.4285714285714284,2.2857142857142856
10801,1,NA,1,1,4,4,0,4,4,1,NA,NA,2,1,NA,1,2.142857142857143,1.8
10802,4,4,4,NA,1,NA,1,4,1,NA,1,4,1,4,1,4,3,2.2857142857142856
10804,4,4,1,4,1,NA,4,4,4,4,1,NA,4,1,1,4,3.142857142857143,2.7142857142857144
10805,2,4,2,4,4,NA,4,4,4,2,4,1,0,1,0,4,3.4285714285714284,2
10807,4,4,1,4,4,4,1,NA,1,4,1,4,1,NA,NA,4,3.142857142857143,2.5
10808,NA,4,NA,4,0,NA,4,4,4,NA,4,NA,0,0,NA,4,3.2,2.4
10809,1,4,4,0,4,0,4,2,NA,1,4,4,NA,NA,4,1,2.375,2.8
10811,1,4,4,NA,4,1,0,NA,4,0,1,1,4,4,4,4,2.3333333333333335,2.75
10814,4,1,4,4,0,4,1,4,4,NA,1,4,1,NA,1,1,2.75,2
10815,1,4,4,4,4,NA,4,1,4,NA,1,4,4,4,4,NA,3.142857142857143,3.5
10816,4,1,0,1,4,1,4,4,1,NA,4,NA,4,1,1,4,2.375,2.5
10817,4,NA,4,4,0,4,4,4,1,4,1,NA,4,1,4,4,3.4285714285714284,2.7142857142857144
10819,4,0,NA,1,NA,4,4,2,2,2,0,4,NA,4,1,4,2.5,2.4285714285714284
10820,NA,4,4,1,4,4,4,1,1,4,4,4,4,1,4,4,3.142857142857143,3.25
10821,4,1,4,1,4,0,4,4,4,4,4,1,NA,4,1,4,2.75,3.142857142857143
10822,4,1,4,1,0,NA,4,0,1,4,1,4,0,4,1,4,2,2.375
10826,4,1,4,0,0,0,4,0,0,1,4,NA,NA,4,1,1,1.625,1.8333333333333333
10828,1,NA,1,4,4,4,0,NA,NA,4,4,NA,1,4,4,NA,2.3333333333333335,3.4
10830,4,NA,4,4,NA,4,1,NA,0,4,1,NA,NA,1,1,4,3.4,1.8333333333333333
10832,4,4,1,4,4,NA,NA,NA,4,NA,4,0,4,4,4,4,3.4,3.4285714285714284
10833,1,1,2,4,1,1,4,NA,4,4,1,0,1,4,1,1,2,2
10834,NA,NA,4,4,4,4,4,NA,1,NA,4,0,4,NA,NA,1,4,2
10838,NA,NA,4,4,4,1,1,4,1,NA,0,1,4,4,4,NA,3,2.3333333333333335
10839,4,1,4,NA,4,NA,1,1,0,NA,1,4,1,NA,1,1,2.5,1.3333333333333333
10840,4,4,1,1,4,NA,0,NA,4,4,NA,4,4,4,4,NA,2.3333333333333335,4
10841,2,0,1,NA,4,4,NA,1,4,2,NA,4,NA,4,4,1,2,3.1666666666666665
10842,1,NA,NA,1,NA,4,1,4,4,4,0,NA,4,NA,NA,4,2.2,3.2
10843,NA,NA,NA,4,4,4,4,4,4,1,4,NA,NA,0,NA,1,4,2
10844,1,2,4,4,4,4,4,2,4,NA,NA,4,4,1,NA,4,3.125,3.4
10847,0,4,1,1,1,4,NA,NA,NA,4,NA,NA,1,4,4,4,1.8333333333333333,3.4
10848,0,4,NA,1,4,4,4,1,4,1,4,1,1,4,1,4,2.5714285714285716,2.5
10849,4,4,1,0,1,4,4,4,NA,4,4,4,0,1,4,1,2.75,2.5714285714285716
10850,4,4,1,4,NA,0,NA,4,4,1,NA,NA,NA,4,1,NA,2.8333333333333335,2.5
10851,4,NA,4,NA,1,1,4,NA,4,4,1,4,4,0,NA,2,2.8,2.7142857142857144
10852,4,NA,1,4,1,1,1,4,4,4,0,0,NA,4,4,NA,2.2857142857142856,2.6666666666666665
10854,1,NA,NA,4,NA,NA,1,1,1,4,4,4,NA,1,1,NA,1.75,2.5
10857,0,NA,NA,4,1,NA,NA,4,0,4,1,4,4,4,4,0,2.25,2.625
10859,4,1,NA,NA,NA,4,1,4,4,NA,4,NA,NA,4,1,NA,2.8,3.25
10860,4,NA,1,4,NA,4,4,0,NA,NA,0,NA,4,4,4,1,2.8333333333333335,2.6
10861,0,1,NA,4,4,1,4,0,NA,1,NA,1,1,0,4,NA,2,1.4
10863,4,NA,4,NA,NA,NA,4,4,1,1,4,4,4,4,4,4,4,3.25
10866,1,4,4,NA,NA,4,4,4,1,4,4,4,NA,NA,0,4,3.5,2.8333333333333335
10867,0,4,4,1,4,1,4,4,2,1,0,NA,1,1,1,4,2.75,1.4285714285714286
10871,0,4,4,0,4,1,NA,1,0,1,4,NA,4,0,1,4,2,2
10872,4,1,NA,4,2,1,1,1,NA,4,1,1,4,0,0,NA,2,1.6666666666666667
10873,0,1,4,1,NA,1,1,1,1,1,4,NA,NA,1,4,0,1.2857142857142858,1.8333333333333333
10874,4,NA,4,NA,4,1,4,1,4,2,4,1,1,4,1,1,3,2.25
10877,NA,4,1,4,4,4,NA,4,1,4,4,1,4,4,1,4,3.5,2.875
10878,NA,4,1,4,1,1,4,4,4,1,4,2,1,4,4,1,2.7142857142857144,2.625
10880,4,4,4,4,1,4,NA,4,1,4,0,4,1,1,4,1,3.5714285714285716,2
10884,4,4,4,1,1,4,NA,0,1,1,0,4,4,4,NA,1,2.5714285714285716,2.142857142857143
10886,4,0,4,0,4,4,4,1,NA,4,4,1,1,4,4,2,2.625,2.857142857142857
10887,1,1,2,1,4,4,4,0,1,NA,4,0,NA,4,1,1,2.125,1.8333333333333333
10888,NA,1,4,4,4,4,1,4,0,4,4,4,4,4,4,4,3.142857142857143,3.5
10889,4,4,4,4,4,4,4,1,4,4,4,4,1,4,NA,4,3.625,3.5714285714285716
10890,NA,1,4,1,1,4,1,4,1,1,1,4,1,4,1,4,2.2857142857142856,2.125
10892,1,NA,0,1,1,4,NA,NA,1,1,1,NA,NA,1,NA,4,1.4,1.6
10893,1,0,1,NA,4,4,4,NA,4,1,NA,0,4,NA,1,4,2.3333333333333335,2.3333333333333335
10896,4,4,1,4,1,NA,1,1,1,2,4,4,4,4,1,NA,2.2857142857142856,2.857142857142857
10897,4,NA,4,4,NA,4,4,2,4,1,1,4,4,4,1,4,3.6666666666666665,2.875
10898,4,4,4,4,1,1,1,4,4,1,4,0,4,1,1,4,2.875,2.375
10899,4,NA,4,2,4,4,4,4,4,NA,NA,4,1,4,NA,4,3.7142857142857144,3.4
10900,NA,4,NA,NA,4,1,4,4,4,4,4,NA,4,1,4,4,3.4,3.5714285714285716
10904,1,NA,4,4,4,0,4,NA,4,4,4,NA,4,4,4,NA,2.8333333333333335,4
10906,1,1,NA,4,1,NA,1,1,4,1,1,NA,0,0,NA,4,1.5,1.6666666666666667
10907,4,4,0,4,4,4,1,NA,1,1,4,1,1,NA,NA,1,3,1.5
10908,0,4,NA,1,0,4,1,1,4,NA,4,4,4,4,NA,1,1.5714285714285714,3.5
10909,4,0,4,NA,4,4,0,0,NA,4,1,NA,0,1,4,1,2.2857142857142856,1.8333333333333333
10910,4,4,4,1,2,1,0,4,4,NA,4,1,4,4,1,1,2.5,2.7142857142857144
10911,0,NA,1,NA,1,1,4,4,1,4,4,1,4,1,NA,4,1.8333333333333333,2.7142857142857144
10913,1,NA,4,2,4,4,NA,NA,1,4,NA,4,NA,4,4,4,3,3.5
10916,4,NA,1,1,4,1,NA,NA,4,1,1,1,1,1,4,NA,2.2,1.8571428571428572
10917,0,4,4,4,4,1,NA,4,1,1,NA,NA,4,4,NA,4,3,2.8
10919,1,4,4,NA,1,4,4,4,4,4,4,4,1,1,4,1,3.142857142857143,2.875
10920,4,0,4,4,1,1,1,4,1,4,NA,0,NA,1,4,NA,2.375,2
10921,1,1,1,4,1,4,1,0,4,1,NA,1,NA,4,4,4,1.625,3
10924,NA,4,4,1,NA,4,4,4,4,NA,1,NA,1,4,1,4,3.5,2.5
10925,4,4,NA,4,4,NA,0,1,NA,4,4,4,4,4,NA,1,2.8333333333333335,3.5
10926,4,4,0,NA,4,1,NA,0,NA,NA,1,4,4,4,1,4,2.1666666666666665,3
10927,4,1,4,4,4,1,0,4,NA,4,4,NA,NA,1,0,NA,2.75,2.25
10928,NA,4,4,4,4,NA,1,4,1,4,4,4,NA,4,2,4,3.5,3.2857142857142856
10929,4,NA,1,4,1,4,4,4,4,NA,1,4,NA,4,4,4,3.142857142857143,3.5
10932,0,4,0,4,1,4,4,NA,NA,0,4,NA,4,1,NA,NA,2.4285714285714284,2.25
10933,0,4,4,NA,4,4,1,4,4,1,4,NA,NA,4,NA,4,3,3.4
10937,NA,NA,2,4,NA,1,1,NA,0,1,1,4,4,4,1,1,2,2
10939,1,0,4,NA,NA,4,1,4,4,0,4,NA,0,NA,0,1,2.3333333333333335,1.5
10940,0,NA,4,1,1,1,4,1,NA,4,1,2,NA,4,4,4,1.7142857142857142,3.1666666666666665
10941,4,NA,4,4,1,4,4,4,NA,NA,NA,1,NA,1,4,4,3.5714285714285716,2.5
10942,NA,1,NA,NA,0,4,1,4,1,1,1,4,4,NA,4,1,2,2.2857142857142856
10944,4,4,4,1,4,1,4,4,NA,0,NA,4,1,1,1,1,3.25,1.3333333333333333
10945,4,4,1,NA,NA,4,4,4,1,1,1,NA,4,4,4,0,3.5,2.142857142857143
10947,4,1,1,1,1,1,4,4,NA,NA,NA,4,4,1,4,4,2.125,3.4
10948,4,0,1,0,1,1,1,4,4,4,1,1,NA,4,NA,NA,1.5,2.8
10949,NA,NA,4,4,0,NA,4,4,4,1,1,4,4,4,1,4,3.2,2.875
10951,NA,4,1,1,1,1,4,NA,NA,1,1,4,NA,4,1,4,2,2.5
10952,4,4,2,NA,4,2,1,1,0,4,4,4,1,NA,0,1,2.5714285714285716,2
10953,NA,1,1,NA,4,0,NA,1,4,4,4,NA,4,1,1,4,1.4,3.142857142857143
10954,1,4,4,0,4,1,NA,4,1,1,NA,1,4,NA,4,4,2.5714285714285716,2.5
10955,0,1,4,4,0,4,4,4,4,4,NA,1,1,1,1,NA,2.625,2
10958,4,4,4,4,1,4,4,4,4,4,4,NA,0,4,1,0,3.625,2.4285714285714284
10963,4,4,4,4,1,1,4,4,2,NA,4,NA,NA,4,1,2,3.25,2.6
10965,0,NA,4,4,4,4,4,1,NA,4,1,4,NA,1,4,4,3,3
10966,NA,1,NA,0,4,1,4,1,NA,4,2,4,4,4,4,4,1.8333333333333333,3.7142857142857144
10967,1,4,NA,1,NA,4,1,4,0,NA,4,1,4,4,4,4,2.5,3
10970,2,1,0,4,1,4,0,NA,1,4,4,4,4,1,1,4,1.7142857142857142,2.875
10973,4,NA,1,1,4,4,NA,4,4,NA,1,4,1,0,1,NA,3,1.8333333333333333
10974,4,NA,NA,4,4,0,NA,1,NA,NA,NA,1,1,4,4,1,2.6,2.2
10977,1,4,1,1,NA,NA,4,4,4,NA,NA,0,4,0,4,4,2.5,2.6666666666666665
10979,4,4,1,4,4,4,NA,NA,NA,4,4,1,4,1,4,2,3.5,2.857142857142857
10983,4,1,1,1,1,NA,4,4,4,NA,2,4,1,4,1,4,2.2857142857142856,2.857142857142857
10989,0,1,4,1,1,1,4,4,1,2,4,NA,4,4,4,4,2,3.2857142857142856
10992,0,4,4,1,0,1,4,1,1,4,1,4,4,1,0,4,1.875,2.375
10993,4,1,4,2,4,4,4,4,1,NA,4,4,4,1,4,4,3.375,3.142857142857143
10994,1,4,4,NA,NA,4,4,1,1,4,4,4,NA,NA,4,4,3,3.5
10995,NA,1,4,4,4,4,4,4,NA,4,1,1,1,4,4,0,3.5714285714285716,2.142857142857143
10996,NA,4,2,0,1,4,NA,1,NA,1,4,NA,4,1,1,1,2,2
10997,4,4,4,NA,4,4,1,4,NA,1,4,4,0,4,4,NA,3.5714285714285716,2.8333333333333335
11000,1,4,NA,NA,NA,4,1,1,1,NA,1,4,NA,4,1,4,2.2,2.5
11002,1,4,4,2,4,NA,1,4,NA,0,4,1,4,0,NA,NA,2.857142857142857,1.8
11003,NA,1,1,4,NA,1,NA,4,1,NA,4,0,1,NA,0,NA,2.2,1.2
